datetime,open,high,low,close
2025-01-21T12:00:00.000000,103725.0,107241.6,102800.0,106114.5
2025-01-22T00:00:00.000000,106115.4,106390.0,104610.0,105083.9
2025-01-22T12:00:00.000000,105083.9,105557.2,103211.6,103664.9
2025-01-23T00:00:00.000000,103664.9,103777.4,101211.0,101909.2
2025-01-23T12:00:00.000000,101909.2,106840.2,101279.8,103864.1
2025-01-24T00:00:00.000000,103864.0,105732.1,102680.0,105374.0
2025-01-24T12:00:00.000000,105374.1,107076.5,104400.0,104808.1
2025-01-25T00:00:00.000000,104808.0,105234.5,104040.6,104626.8
2025-01-25T12:00:00.000000,104626.9,105274.7,104400.1,104702.0
2025-01-26T00:00:00.000000,104702.0,105496.9,104358.3,104775.6
2025-01-26T12:00:00.000000,104775.6,105237.0,102450.3,102560.1
2025-01-27T00:00:00.000000,102560.0,103216.5,97680.0,98700.0
2025-01-27T12:00:00.000000,98700.1,102423.3,98666.0,102021.3
2025-01-28T00:00:00.000000,102021.3,103325.3,101263.0,102717.9
2025-01-28T12:00:00.000000,102717.9,103797.0,100235.0,101279.6
2025-01-29T00:00:00.000000,101279.7,103012.6,101269.7,102594.7
2025-01-29T12:00:00.000000,102594.7,104755.0,101365.0,103698.2
2025-01-30T00:00:00.000000,103698.1,105564.5,103224.5,105251.9
2025-01-30T12:00:00.000000,105251.9,106450.0,104607.2,104676.9
2025-01-31T00:00:00.000000,104676.9,104982.2,103880.0,104691.9
2025-01-31T12:00:00.000000,104692.0,106000.0,101509.0,102379.7
2025-02-01T00:00:00.000000,102379.8,102734.9,101344.0,101980.1
2025-02-01T12:00:00.000000,101980.0,102297.0,100215.0,100603.6
2025-02-02T00:00:00.000000,100603.6,101426.0,98550.0,98811.6
2025-02-02T12:00:00.000000,98811.5,99384.5,96029.6,97664.5
2025-02-03T00:00:00.000000,97664.5,97748.0,91130.3,95070.8
2025-02-03T12:00:00.000000,95070.9,102456.0,94111.0,101293.7
2025-02-04T00:00:00.000000,101293.6,101729.3,97792.8,98924.0
2025-02-04T12:00:00.000000,98924.1,100743.6,96100.0,97709.9
2025-02-05T00:00:00.000000,97710.0,98914.4,97069.0,98161.7
2025-02-05T12:00:00.000000,98161.7,99124.2,96106.1,96553.2
2025-02-06T00:00:00.000000,96553.2,99093.0,96373.4,98826.3
2025-02-06T12:00:00.000000,98826.3,99019.9,95613.5,96515.1
2025-02-07T00:00:00.000000,96515.0,97835.0,96358.3,97703.8
2025-02-07T12:00:00.000000,97703.8,100112.4,95555.0,96454.5
2025-02-08T00:00:00.000000,96454.5,96850.0,95714.4,96074.1
2025-02-08T12:00:00.000000,96074.0,96725.2,95600.0,96411.9
2025-02-09T00:00:00.000000,96412.0,97301.7,96306.5,96511.2
2025-02-09T12:00:00.000000,96511.2,96750.0,94650.1,96423.6
2025-02-10T00:00:00.000000,96423.6,97930.0,95200.1,97627.2
2025-02-10T12:00:00.000000,97627.3,98328.0,96806.6,97379.2
2025-02-11T00:00:00.000000,97379.2,98482.2,97352.2,98100.0
2025-02-11T12:00:00.000000,98100.1,98112.2,94814.3,95731.4
2025-02-12T00:00:00.000000,95731.4,96437.5,95050.0,96062.4
2025-02-12T12:00:00.000000,96062.4,98090.9,94003.9,97816.3
2025-02-13T00:00:00.000000,97816.3,98053.8,95500.0,95883.6
2025-02-13T12:00:00.000000,95883.6,96756.8,95160.1,96560.6
2025-02-14T00:00:00.000000,96560.6,97212.0,96309.5,96844.6
2025-02-14T12:00:00.000000,96844.6,98792.8,96225.7,97445.1
2025-02-15T00:00:00.000000,97445.2,97941.2,97170.0,97569.4
2025-02-15T12:00:00.000000,97569.5,97899.8,97274.5,97538.0
2025-02-16T00:00:00.000000,97538.0,97665.8,97011.0,97293.1
2025-02-16T12:00:00.000000,97293.1,97295.7,96002.0,96067.0
2025-02-17T00:00:00.000000,96067.0,96605.7,95739.6,96018.2
2025-02-17T12:00:00.000000,96018.3,97000.0,95150.6,95743.2
2025-02-18T00:00:00.000000,95743.1,96296.5,95000.0,95606.1
2025-02-18T12:00:00.000000,95606.0,96737.3,93321.6,95622.0
2025-02-19T00:00:00.000000,95622.0,96443.9,95012.5,96392.0
2025-02-19T12:00:00.000000,96392.0,96878.7,95362.8,96598.0
2025-02-20T00:00:00.000000,96597.9,97350.0,96366.0,97164.6
2025-02-20T12:00:00.000000,97164.6,98662.1,96756.1,98252.9
2025-02-21T00:00:00.000000,98252.8,98888.0,98030.3,98579.7
2025-02-21T12:00:00.000000,98579.7,99431.5,94830.4,96127.9
2025-02-22T00:00:00.000000,96128.0,96571.2,95701.9,96526.4
2025-02-22T12:00:00.000000,96526.5,96988.0,96333.8,96503.3
2025-02-23T00:00:00.000000,96503.3,96602.9,96030.0,96064.3
2025-02-23T12:00:00.000000,96064.2,96290.0,95180.2,96218.4
2025-02-24T00:00:00.000000,96218.4,96470.0,95018.0,95774.8
2025-02-24T12:00:00.000000,95774.9,96055.1,91300.0,91514.5
2025-02-25T00:00:00.000000,91514.5,92500.0,86800.0,89186.8
2025-02-25T12:00:00.000000,89186.9,89499.9,86020.4,88639.1
2025-02-26T00:00:00.000000,88639.1,89367.1,88092.0,88570.0
2025-02-26T12:00:00.000000,88570.1,88641.0,82222.0,84208.5
2025-02-27T00:00:00.000000,84208.6,87066.0,84000.0,86655.3
2025-02-27T12:00:00.000000,86655.4,86756.1,82667.0,84668.1
2025-02-28T00:00:00.000000,84668.2,84858.6,78200.2,80474.3
2025-02-28T12:00:00.000000,80474.4,85084.5,80030.0,84299.6
2025-03-01T00:00:00.000000,84299.6,86516.5,83779.0,84593.6
2025-03-01T12:00:00.000000,84593.6,86219.7,84285.0,86007.7
2025-03-02T00:00:00.000000,86007.7,86515.0,85490.0,86047.0
2025-03-02T12:00:00.000000,86047.1,94971.0,85015.0,94222.8
2025-03-03T00:00:00.000000,94222.0,94373.4,91100.0,92700.0
2025-03-03T12:00:00.000000,92700.0,93666.0,85029.0,86192.7
2025-03-04T00:00:00.000000,86193.3,86773.5,82420.0,83890.1
2025-03-04T12:00:00.000000,83890.1,88931.0,81200.0,87245.9
2025-03-05T00:00:00.000000,87245.9,90625.0,86328.0,89777.6
2025-03-05T12:00:00.000000,89777.6,91000.0,87558.0,90566.1
2025-03-06T00:00:00.000000,90566.1,92780.3,89955.0,91319.2
2025-03-06T12:00:00.000000,91319.2,91420.0,87790.5,89887.8
2025-03-07T00:00:00.000000,89887.9,91257.7,84600.0,88928.8
2025-03-07T12:00:00.000000,88928.9,91107.9,85555.0,86753.8
2025-03-08T00:00:00.000000,86753.8,86876.5,85108.0,85923.9
2025-03-08T12:00:00.000000,85923.9,86587.0,85605.5,86184.7
2025-03-09T00:00:00.000000,86184.7,86470.6,84601.3,84990.1
2025-03-09T12:00:00.000000,84990.0,85028.1,79933.4,80688.8
2025-03-10T00:00:00.000000,80690.7,84031.5,80001.0,83540.2
2025-03-10T12:00:00.000000,83540.3,83728.2,77410.1,78567.8
2025-03-11T00:00:00.000000,78567.8,82061.5,76560.0,81684.6
2025-03-11T12:00:00.000000,81684.5,83600.0,79026.2,82896.0
2025-03-12T00:00:00.000000,82896.0,83741.8,81250.0,82972.0
2025-03-12T12:00:00.000000,82971.9,84487.0,80578.5,83640.7
2025-03-13T00:00:00.000000,83640.7,84307.1,82350.0,82939.5
2025-03-13T12:00:00.000000,82939.3,84030.0,79903.4,81085.4
2025-03-14T00:00:00.000000,81085.5,83330.0,80772.0,83202.8
2025-03-14T12:00:00.000000,83202.9,85270.2,82594.3,83939.8
2025-03-15T00:00:00.000000,83939.9,84625.0,83564.5,84054.8
2025-03-15T12:00:00.000000,84054.7,84453.4,83961.6,84302.9
2025-03-16T00:00:00.000000,84303.0,84382.2,82333.4,82367.9
2025-03-16T12:00:00.000000,82367.9,85136.0,81925.6,82541.6
2025-03-17T00:00:00.000000,82541.6,83842.8,82483.9,83475.0
2025-03-17T12:00:00.000000,83475.0,84727.1,82384.0,83962.9
2025-03-18T00:00:00.000000,83963.0,83979.8,82207.7,82550.0
2025-03-18T12:00:00.000000,82550.1,82791.3,81113.5,82666.1
2025-03-19T00:00:00.000000,82666.2,84088.2,82501.8,83848.4
2025-03-19T12:00:00.000000,83848.5,86990.0,83455.6,86809.8
2025-03-20T00:00:00.000000,86809.8,87500.0,84685.5,85462.2
2025-03-20T12:00:00.000000,85462.9,86490.0,83613.6,84183.6
2025-03-21T00:00:00.000000,84183.6,84813.6,83650.3,84006.0
2025-03-21T12:00:00.000000,84005.9,84550.0,83122.0,84050.3
2025-03-22T00:00:00.000000,84050.3,84509.0,83940.2,84190.8
2025-03-22T12:00:00.000000,84190.8,84292.0,83589.5,83804.9
2025-03-23T00:00:00.000000,83804.9,85024.8,83761.2,84651.5
2025-03-23T12:00:00.000000,84651.4,86110.9,84529.0,86044.2
2025-03-24T00:00:00.000000,86044.1,87898.9,85478.3,87643.5
2025-03-24T12:00:00.000000,87643.6,88752.0,87010.0,87463.4
2025-03-25T00:00:00.000000,87463.4,87644.0,86260.0,87323.3
2025-03-25T12:00:00.000000,87323.4,88500.0,86839.2,87369.8
2025-03-26T00:00:00.000000,87369.9,88270.2,86980.0,87914.9
2025-03-26T12:00:00.000000,87914.9,87975.0,85816.3,86873.8
2025-03-27T00:00:00.000000,86873.9,87722.4,86741.5,86900.7
2025-03-27T12:00:00.000000,86900.7,87695.9,85724.5,87191.2
2025-03-28T00:00:00.000000,87191.2,87470.0,84767.0,85214.0
2025-03-28T12:00:00.000000,85214.0,85575.0,83531.7,84380.8
2025-03-29T00:00:00.000000,84380.8,84589.7,81963.0,82255.1
2025-03-29T12:00:00.000000,82255.1,82839.9,81601.0,82604.7
2025-03-30T00:00:00.000000,82604.8,83490.0,82450.9,83080.0
2025-03-30T12:00:00.000000,83080.0,83229.6,81501.4,82352.8
2025-03-31T00:00:00.000000,82353.1,82416.0,81222.0,82171.5
2025-03-31T12:00:00.000000,82171.6,83895.8,81600.5,82517.5
2025-04-01T00:00:00.000000,82517.5,84474.8,82383.3,83879.9
2025-04-01T12:00:00.000000,83880.0,85595.5,82505.0,85120.9
2025-04-02T00:00:00.000000,85121.0,85425.0,83846.0,84528.4
2025-04-02T12:00:00.000000,84528.3,88500.0,82300.0,82485.1
2025-04-03T00:00:00.000000,82485.1,83889.2,82137.3,83058.1
2025-04-03T12:00:00.000000,83058.0,83298.0,81172.2,83181.5
2025-04-04T00:00:00.000000,83181.7,84686.2,81624.6,82633.7
2025-04-04T12:00:00.000000,82633.7,84580.0,81796.6,83861.3
2025-04-05T00:00:00.000000,83861.4,84244.5,83300.5,83428.4
2025-04-05T12:00:00.000000,83428.3,83674.9,82333.8,83506.1
2025-04-06T00:00:00.000000,83506.1,83790.5,82625.0,82810.1
2025-04-06T12:00:00.000000,82810.1,82944.0,77111.0,78390.0
2025-04-07T00:00:00.000000,78390.1,79311.5,74457.0,76655.9
2025-04-07T12:00:00.000000,76656.0,81200.0,75761.5,79140.0
2025-04-08T00:00:00.000000,79140.1,80832.1,78726.5,79949.7
2025-04-08T12:00:00.000000,79949.7,80359.5,76200.1,76297.9
2025-04-09T00:00:00.000000,76298.0,77906.6,74578.5,76204.1
2025-04-09T12:00:00.000000,76204.1,83554.9,75988.0,82588.0
2025-04-10T00:00:00.000000,82587.9,82706.9,81241.1,81839.2
2025-04-10T12:00:00.000000,81839.1,82488.0,78416.0,79560.2
2025-04-11T00:00:00.000000,79560.3,82944.3,78935.5,82096.6
2025-04-11T12:00:00.000000,82096.5,84300.0,81305.0,83378.3
2025-04-12T00:00:00.000000,83378.3,83998.9,82756.0,83484.0
2025-04-12T12:00:00.000000,83484.0,85884.2,83432.6,85237.8
2025-04-13T00:00:00.000000,85237.9,86100.0,84160.8,84490.6
2025-04-13T12:00:00.000000,84490.6,84999.9,82991.5,83713.7
2025-04-14T00:00:00.000000,83713.8,85534.8,83630.9,84891.5
2025-04-14T12:00:00.000000,84891.6,85755.0,83668.9,84553.9
2025-04-15T00:00:00.000000,84553.9,85974.9,84303.0,85549.3
2025-04-15T12:00:00.000000,85549.3,86443.0,83560.0,83608.7
2025-04-16T00:00:00.000000,83608.6,84091.7,83063.9,84008.5
2025-04-16T12:00:00.000000,84008.4,85493.5,83198.2,83990.0
2025-04-17T00:00:00.000000,83990.1,85043.4,83772.5,84531.8
2025-04-17T12:00:00.000000,84531.8,85441.5,83700.0,84915.0
2025-04-18T00:00:00.000000,84914.9,85100.0,84349.3,84629.4
2025-04-18T12:00:00.000000,84629.5,84730.0,84260.0,84421.0
2025-04-19T00:00:00.000000,84421.0,85400.0,84317.2,85179.3
2025-04-19T12:00:00.000000,85179.3,85600.0,84613.5,85046.9
2025-04-20T00:00:00.000000,85046.9,85283.6,83900.0,84084.6
2025-04-20T12:00:00.000000,84084.6,85266.5,84050.5,85138.8
2025-04-21T00:00:00.000000,85138.9,87777.0,85100.0,86936.4
2025-04-21T12:00:00.000000,86936.5,88418.2,86327.0,87466.0
2025-04-22T00:00:00.000000,87466.0,88850.0,87017.5,88572.7
2025-04-22T12:00:00.000000,88572.8,94142.5,88432.9,93404.9
2025-04-23T00:00:00.000000,93404.9,94453.0,92552.0,93425.2
2025-04-23T12:00:00.000000,93425.2,94904.3,91898.0,93632.1
2025-04-24T00:00:00.000000,93632.2,93735.1,91619.0,92575.1
2025-04-24T12:00:00.000000,92575.2,93980.6,92380.4,93931.6
2025-04-25T00:00:00.000000,93931.5,94642.6,92788.0,94602.3
2025-04-25T12:00:00.000000,94602.2,95769.6,93876.0,94591.8
2025-04-26T00:00:00.000000,94591.8,95157.1,93947.5,94095.6
2025-04-26T12:00:00.000000,94095.7,94850.2,93833.0,94575.7
2025-04-27T00:00:00.000000,94575.7,95280.5,93586.7,93871.1
2025-04-27T12:00:00.000000,93871.1,94517.9,93547.3,93697.1
2025-04-28T00:00:00.000000,93697.0,95490.0,92700.0,95276.1
2025-04-28T12:00:00.000000,95276.1,95578.8,93367.2,94969.0
2025-04-29T00:00:00.000000,94969.0,95415.7,94154.1,95086.9
2025-04-29T12:00:00.000000,95087.0,95426.4,93678.7,94200.1
2025-04-30T00:00:00.000000,94200.1,95186.5,94081.4,95126.5
2025-04-30T12:00:00.000000,95126.4,95163.6,92848.1,94125.1
2025-05-01T00:00:00.000000,94125.2,96351.8,94086.7,96129.9
2025-05-01T12:00:00.000000,96130.0,97388.0,95742.1,96423.3
2025-05-02T00:00:00.000000,96423.2,97262.0,96283.1,96875.7
2025-05-02T12:00:00.000000,96875.7,97865.4,96507.6,96831.2
2025-05-03T00:00:00.000000,96831.2,96868.4,95804.8,95895.6
2025-05-03T12:00:00.000000,95895.7,96456.0,95700.0,95803.3
2025-05-04T00:00:00.000000,95803.3,96266.6,95227.2,95376.0
2025-05-04T12:00:00.000000,95376.0,95700.0,94116.4,94230.2
2025-05-05T00:00:00.000000,94230.2,94778.5,93445.1,93986.0
2025-05-05T12:00:00.000000,93986.1,95165.1,93559.6,94696.7
2025-05-06T00:00:00.000000,94696.7,94893.3,93662.2,93770.3
2025-05-06T12:00:00.000000,93770.3,96879.5,93327.0,96798.9
2025-05-07T00:00:00.000000,96798.9,97700.0,96153.2,97000.0
2025-05-07T12:00:00.000000,97000.0,97446.8,95718.5,96988.4
2025-05-08T00:00:00.000000,96988.4,99863.3,96831.5,99369.8
2025-05-08T12:00:00.000000,99369.9,104305.3,99050.1,103228.1
2025-05-09T00:00:00.000000,103228.0,104373.0,102327.9,102914.5
2025-05-09T12:00:00.000000,102914.5,103746.8,102240.0,102941.9
2025-05-10T00:00:00.000000,102941.9,104085.0,102784.0,103374.6
2025-05-10T12:00:00.000000,103374.7,105000.1,102940.0,104788.8
