datetime,open,high,low,close
2024-10-29T00:00:00.000000,69939.9,71607.0,69733.0,71440.1
2024-10-29T12:00:00.000000,71440.0,73660.0,70900.0,72739.5
2024-10-30T00:00:00.000000,72739.5,72797.4,71931.1,71995.0
2024-10-30T12:00:00.000000,71994.9,72984.9,71444.2,72349.0
2024-10-31T00:00:00.000000,72349.0,72720.3,72030.5,72213.3
2024-10-31T12:00:00.000000,72213.4,72270.0,69705.0,70321.9
2024-11-01T00:00:00.000000,70321.9,70500.0,68870.4,70024.8
2024-11-01T12:00:00.000000,70024.7,71650.0,68822.5,69495.5
2024-11-02T00:00:00.000000,69495.4,69913.1,69413.0,69602.5
2024-11-02T12:00:00.000000,69602.6,69700.0,69022.8,69366.6
2024-11-03T00:00:00.000000,69366.6,69393.7,67846.0,68345.4
2024-11-03T12:00:00.000000,68345.4,69348.0,67446.6,68762.5
2024-11-04T00:00:00.000000,68762.5,69495.3,68220.0,68778.0
2024-11-04T12:00:00.000000,68778.1,69243.8,66810.0,67834.3
2024-11-05T00:00:00.000000,67834.4,69100.0,67454.2,68788.4
2024-11-05T12:00:00.000000,68788.5,70537.4,68642.1,69353.1
2024-11-06T00:00:00.000000,69353.1,75656.1,69272.7,74291.6
2024-11-06T12:00:00.000000,74291.7,76420.0,73500.0,75579.9
2024-11-07T00:00:00.000000,75579.9,76072.5,74450.0,74776.9
2024-11-07T12:00:00.000000,74776.9,76900.0,74508.0,75859.4
2024-11-08T00:00:00.000000,75859.4,76350.2,75576.3,75951.9
2024-11-08T12:00:00.000000,75952.0,77182.9,75620.1,76482.2
2024-11-09T00:00:00.000000,76482.2,76800.0,76122.4,76478.6
2024-11-09T12:00:00.000000,76478.6,76920.0,75683.2,76675.1
2024-11-10T00:00:00.000000,76675.1,80178.0,76501.1,79926.7
2024-11-10T12:00:00.000000,79926.7,81699.8,78549.2,80410.0
2024-11-11T00:00:00.000000,80409.9,82431.4,80261.2,82168.7
2024-11-11T12:00:00.000000,82168.7,89800.0,81467.5,88728.9
2024-11-12T00:00:00.000000,88729.0,90070.1,85500.0,87229.5
2024-11-12T12:00:00.000000,87229.5,89920.0,85159.9,87972.0
2024-11-13T00:00:00.000000,87972.0,88619.0,86180.0,87710.7
2024-11-13T12:00:00.000000,87710.7,93421.1,87551.0,90413.3
2024-11-14T00:00:00.000000,90413.3,91726.1,89095.5,91536.7
2024-11-14T12:00:00.000000,91536.8,91846.1,86714.0,87382.7
2024-11-15T00:00:00.000000,87382.6,89831.1,87111.0,89782.9
2024-11-15T12:00:00.000000,89783.0,91921.5,87815.0,91074.6
2024-11-16T00:00:00.000000,91074.6,91849.8,90900.0,91240.1
2024-11-16T12:00:00.000000,91240.1,91443.5,90120.0,90643.3
2024-11-17T00:00:00.000000,90643.2,91539.6,89400.1,90743.4
2024-11-17T12:00:00.000000,90743.3,91250.0,88736.1,89899.9
2024-11-18T00:00:00.000000,89900.0,92414.9,89666.9,90338.7
2024-11-18T12:00:00.000000,90338.7,92700.0,89422.1,90507.4
2024-11-19T00:00:00.000000,90507.4,92123.7,90405.6,91717.6
2024-11-19T12:00:00.000000,91717.6,93985.9,91015.6,92335.9
2024-11-20T00:00:00.000000,92335.9,93712.5,91500.0,93485.1
2024-11-20T12:00:00.000000,93485.2,94849.0,93093.3,94288.0
2024-11-21T00:00:00.000000,94288.0,98438.9,94008.7,98014.0
2024-11-21T12:00:00.000000,98014.0,99100.0,95625.0,98366.8
2024-11-22T00:00:00.000000,98366.8,99537.6,97860.1,98929.9
2024-11-22T12:00:00.000000,98930.0,99660.0,97199.9,98921.4
2024-11-23T00:00:00.000000,98921.5,98937.3,98309.9,98470.8
2024-11-23T12:00:00.000000,98470.8,98916.8,97173.5,97725.5
2024-11-24T00:00:00.000000,97725.6,98666.0,97286.0,97337.6
2024-11-24T12:00:00.000000,97337.6,98429.7,95822.1,97960.4
2024-11-25T00:00:00.000000,97960.5,98999.0,96929.9,98268.0
2024-11-25T12:00:00.000000,98268.1,98390.0,92666.0,93064.0
2024-11-26T00:00:00.000000,93064.0,95064.0,91553.0,92420.0
2024-11-26T12:00:00.000000,92420.0,94745.2,90866.4,92021.4
2024-11-27T00:00:00.000000,92021.5,93939.0,91864.0,93423.8
2024-11-27T12:00:00.000000,93423.8,97250.0,92903.4,95905.2
2024-11-28T00:00:00.000000,95905.2,96627.6,94700.1,95509.9
2024-11-28T12:00:00.000000,95509.9,96284.0,94768.0,95694.4
2024-11-29T00:00:00.000000,95694.4,97437.1,95404.5,97302.2
2024-11-29T12:00:00.000000,97302.2,98713.3,96822.0,97516.3
2024-11-30T00:00:00.000000,97516.2,97522.1,96150.0,96321.3
2024-11-30T12:00:00.000000,96321.3,97128.4,96300.0,96475.1
2024-12-01T00:00:00.000000,96475.2,97250.0,95736.5,97163.7
2024-12-01T12:00:00.000000,97163.7,97933.0,96705.3,97265.1
2024-12-02T00:00:00.000000,97265.0,98266.0,94887.0,95191.3
2024-12-02T12:00:00.000000,95191.4,97435.0,94400.0,95890.5
2024-12-03T00:00:00.000000,95890.6,96375.0,94661.3,95045.8
2024-12-03T12:00:00.000000,95045.9,96315.5,93605.0,95913.3
2024-12-04T00:00:00.000000,95913.3,97041.1,95271.6,96270.0
2024-12-04T12:00:00.000000,96270.1,99099.9,94650.8,98669.8
2024-12-05T00:00:00.000000,98669.8,104630.4,97970.5,102668.2
2024-12-05T12:00:00.000000,102668.2,103661.7,90200.0,97001.5
2024-12-06T00:00:00.000000,97001.6,98858.6,96429.5,98127.4
2024-12-06T12:00:00.000000,98127.4,101988.8,97550.0,99802.5
2024-12-07T00:00:00.000000,99802.5,100499.0,98876.9,99660.4
2024-12-07T12:00:00.000000,99660.3,100497.5,99101.7,99899.2
2024-12-08T00:00:00.000000,99899.2,100415.0,98709.4,99755.3
2024-12-08T12:00:00.000000,99755.2,101457.9,99409.3,101200.0
2024-12-09T00:00:00.000000,101200.1,101300.0,98112.0,98157.4
2024-12-09T12:00:00.000000,98157.5,100481.3,94039.7,97349.1
2024-12-10T00:00:00.000000,97349.1,98197.8,95591.9,97745.8
2024-12-10T12:00:00.000000,97745.7,98320.6,94265.5,96602.4
2024-12-11T00:00:00.000000,96602.3,98499.9,95650.0,98289.7
2024-12-11T12:00:00.000000,98289.7,101880.0,98047.5,101115.3
2024-12-12T00:00:00.000000,101115.3,101812.3,100150.0,100339.8
2024-12-12T12:00:00.000000,100339.8,102538.4,99280.2,99982.4
2024-12-13T00:00:00.000000,99982.3,100770.0,99149.6,100331.3
2024-12-13T12:00:00.000000,100331.3,101869.5,99653.6,101371.9
2024-12-14T00:00:00.000000,101371.9,102638.0,101106.1,101562.7
2024-12-14T12:00:00.000000,101562.6,101729.2,100559.8,101381.0
2024-12-15T00:00:00.000000,101381.0,102900.0,101200.1,102623.1
2024-12-15T12:00:00.000000,102623.0,105374.6,102438.0,104460.4
2024-12-16T00:00:00.000000,104460.5,106665.8,103585.2,103717.8
2024-12-16T12:00:00.000000,103717.9,107777.0,103264.6,106023.2
2024-12-17T00:00:00.000000,106023.2,107493.9,105623.0,106777.2
2024-12-17T12:00:00.000000,106777.1,108366.8,105252.0,106074.6
2024-12-18T00:00:00.000000,106074.6,106484.6,103065.6,104978.6
2024-12-18T12:00:00.000000,104978.6,105343.8,99951.1,100181.1
2024-12-19T00:00:00.000000,100181.2,102600.0,98744.0,102419.9
2024-12-19T12:00:00.000000,102420.0,102756.7,95681.2,97434.4
2024-12-20T00:00:00.000000,97434.3,98243.0,92613.7,92715.1
2024-12-20T12:00:00.000000,92715.1,97777.0,92272.6,97764.4
2024-12-21T00:00:00.000000,97764.5,99485.0,97142.0,98225.3
2024-12-21T12:00:00.000000,98225.4,98253.5,96375.0,97261.8
2024-12-22T00:00:00.000000,97261.7,97437.9,95867.3,97054.8
2024-12-22T12:00:00.000000,97054.7,97266.6,94200.0,95153.5
2024-12-23T00:00:00.000000,95153.4,96499.0,93655.3,95899.4
2024-12-23T12:00:00.000000,95899.4,96377.2,92464.4,94861.1
2024-12-24T00:00:00.000000,94861.0,94861.1,93525.6,94369.0
2024-12-24T12:00:00.000000,94368.3,99450.0,94039.8,98627.2
2024-12-25T00:00:00.000000,98626.9,99323.3,97681.3,97889.3
2024-12-25T12:00:00.000000,97888.4,99580.7,97570.0,99379.7
2024-12-26T00:00:00.000000,99379.6,99950.0,95153.0,95662.7
2024-12-26T12:00:00.000000,95662.6,96580.0,95200.1,95751.0
2024-12-27T00:00:00.000000,95750.9,97564.5,94620.0,96900.3
2024-12-27T12:00:00.000000,96900.3,96999.0,93440.0,94258.9
2024-12-28T00:00:00.000000,94258.9,94850.0,94100.0,94711.3
2024-12-28T12:00:00.000000,94711.3,95700.0,94320.0,95259.1
2024-12-29T00:00:00.000000,95259.1,95300.0,94761.0,94986.1
2024-12-29T12:00:00.000000,94986.2,95195.0,92961.8,93700.0
2024-12-30T00:00:00.000000,93699.9,94240.0,93181.8,93900.1
2024-12-30T12:00:00.000000,93900.1,95031.6,91510.0,92759.3
2024-12-31T00:00:00.000000,92759.3,94738.4,92000.0,94202.5
2024-12-31T12:00:00.000000,94202.4,96254.3,93145.1,93548.9
2025-01-01T00:00:00.000000,93548.8,94449.2,92796.5,93420.1
2025-01-01T12:00:00.000000,93420.1,95161.2,93375.0,94580.9
2025-01-02T00:00:00.000000,94580.9,96870.9,94357.4,96715.4
2025-01-02T12:00:00.000000,96715.4,97822.4,95910.8,96967.5
2025-01-03T00:00:00.000000,96967.6,97325.7,96061.5,96710.5
2025-01-03T12:00:00.000000,96710.4,98949.0,96422.5,98145.7
2025-01-04T00:00:00.000000,98145.7,98300.0,97438.2,97831.8
2025-01-04T12:00:00.000000,97831.8,98760.9,97472.0,98173.2
2025-01-05T00:00:00.000000,98173.2,98496.3,97533.6,97609.5
2025-01-05T12:00:00.000000,97609.5,98852.6,97227.0,98340.2
2025-01-06T00:00:00.000000,98340.2,99886.7,97872.6,99219.3
2025-01-06T12:00:00.000000,99219.2,102444.0,98670.0,102180.4
2025-01-07T00:00:00.000000,102180.5,102762.1,100435.4,100787.0
2025-01-07T12:00:00.000000,100787.0,100914.2,96153.0,96920.3
2025-01-08T00:00:00.000000,96920.2,97242.2,94480.7,95093.9
2025-01-08T12:00:00.000000,95093.8,96064.5,92500.0,95014.1
2025-01-09T00:00:00.000000,95014.0,95358.7,92700.0,93414.4
2025-01-09T12:00:00.000000,93414.3,94644.8,91055.8,92505.9
2025-01-10T00:00:00.000000,92506.0,95239.9,92395.9,95030.5
2025-01-10T12:00:00.000000,95030.5,95882.5,92173.6,94675.5
2025-01-11T00:00:00.000000,94675.6,94757.9,93802.1,94570.4
2025-01-11T12:00:00.000000,94570.4,94988.0,93943.0,94562.5
2025-01-12T00:00:00.000000,94562.4,94665.7,93661.1,94209.0
2025-01-12T12:00:00.000000,94209.0,95444.0,93727.4,94499.9
2025-01-13T00:00:00.000000,94499.9,95934.5,90809.8,90827.5
2025-01-13T12:00:00.000000,90827.5,94681.1,88909.0,94485.3
2025-01-14T00:00:00.000000,94485.4,97353.9,94305.4,96508.4
2025-01-14T12:00:00.000000,96508.3,97250.0,95309.9,96514.9
2025-01-15T00:00:00.000000,96514.9,97688.0,96450.2,96725.4
2025-01-15T12:00:00.000000,96725.5,100658.9,96500.0,100460.0
2025-01-16T00:00:00.000000,100460.0,100850.0,98557.8,99107.1
2025-01-16T12:00:00.000000,99107.1,100599.8,97293.6,99937.4
2025-01-17T00:00:00.000000,99937.4,102568.8,99902.0,102181.6
2025-01-17T12:00:00.000000,102181.6,105784.0,102137.1,104042.5
2025-01-18T00:00:00.000000,104042.6,104620.0,102242.8,103547.0
2025-01-18T12:00:00.000000,103547.0,104962.1,103086.5,104524.3
2025-01-19T00:00:00.000000,104524.3,105629.4,103458.6,104353.8
2025-01-19T12:00:00.000000,104353.8,106450.0,99600.0,101311.5
2025-01-20T00:00:00.000000,101311.5,110000.0,99501.0,108267.5
2025-01-20T12:00:00.000000,108267.6,108756.6,100138.2,102247.6
2025-01-21T00:00:00.000000,102247.7,103956.2,100097.2,103725.0
